year,age_group,sex,education_category,education_type,region,value
2024,45 - 49 years,Female,Upper Secondary & Post-secondary,detailed,Southern,76.3
2019,50 - 54 years,Female,Upper Secondary & Post-secondary,detailed,Southern,62.7
2020,50 - 54 years,Female,Upper Secondary & Post-secondary,detailed,Southern,63.4
2021,50 - 54 years,Female,Upper Secondary & Post-secondary,detailed,Southern,65.5
2022,50 - 54 years,Female,Upper Secondary & Post-secondary,detailed,Southern,68.0
2023,50 - 54 years,Female,Upper Secondary & Post-secondary,detailed,Southern,77.2
2024,50 - 54 years,Female,Upper Secondary & Post-secondary,detailed,Southern,67.7
2019,55 - 59 years,Female,Upper Secondary & Post-secondary,detailed,Southern,58.7
2020,55 - 59 years,Female,Upper Secondary & Post-secondary,detailed,Southern,57.3
2021,55 - 59 years,Female,Upper Secondary & Post-secondary,detailed,Southern,57.4
2022,55 - 59 years,Female,Upper Secondary & Post-secondary,detailed,Southern,65.3
2023,55 - 59 years,Female,Upper Secondary & Post-secondary,detailed,Southern,59.2
2024,55 - 59 years,Female,Upper Secondary & Post-secondary,detailed,Southern,70.0
2019,60 - 64 years,Female,Upper Secondary & Post-secondary,detailed,Southern,46.2
2020,60 - 64 years,Female,Upper Secondary & Post-secondary,detailed,Southern,47.8
2021,60 - 64 years,Female,Upper Secondary & Post-secondary,detailed,Southern,44.8
2022,60 - 64 years,Female,Upper Secondary & Post-secondary,detailed,Southern,50.6
2023,60 - 64 years,Female,Upper Secondary & Post-secondary,detailed,Southern,41.7
2024,60 - 64 years,Female,Upper Secondary & Post-secondary,detailed,Southern,52.4
2019,All ages,Female,Upper Secondary & Post-secondary,detailed,Southern,62.2
2020,All ages,Female,Upper Secondary & Post-secondary,detailed,Southern,57.2
2021,All ages,Female,Upper Secondary & Post-secondary,detailed,Southern,61.9
2022,All ages,Female,Upper Secondary & Post-secondary,detailed,Southern,62.6
2023,All ages,Female,Upper Secondary & Post-secondary,detailed,Southern,65.1
2024,All ages,Female,Upper Secondary & Post-secondary,detailed,Southern,67.4
2019,20 - 24 years,Male,All Levels,all,Southern,63.4
2020,20 - 24 years,Male,All Levels,all,Southern,53.4
2021,20 - 24 years,Male,All Levels,all,Southern,64.1
2022,20 - 24 years,Male,All Levels,all,Southern,65.0
2023,20 - 24 years,Male,All Levels,all,Southern,67.5
2024,20 - 24 years,Male,All Levels,all,Southern,69.4
2019,25 - 29 years,Male,All Levels,all,Southern,79.4
2020,25 - 29 years,Male,All Levels,all,Southern,77.2
2021,25 - 29 years,Male,All Levels,all,Southern,82.2
2022,25 - 29 years,Male,All Levels,all,Southern,82.2
2023,25 - 29 years,Male,All Levels,all,Southern,77.3
2024,25 - 29 years,Male,All Levels,all,Southern,87.9
2019,30 - 34 years,Male,All Levels,all,Southern,86.4
2020,30 - 34 years,Male,All Levels,all,Southern,86.0
2021,30 - 34 years,Male,All Levels,all,Southern,81.1
2022,30 - 34 years,Male,All Levels,all,Southern,88.7
2023,30 - 34 years,Male,All Levels,all,Southern,88.3
2024,30 - 34 years,Male,All Levels,all,Southern,88.1
2019,35 - 39 years,Male,All Levels,all,Southern,87.9
2020,35 - 39 years,Male,All Levels,all,Southern,84.6
2021,35 - 39 years,Male,All Levels,all,Southern,86.7
2022,35 - 39 years,Male,All Levels,all,Southern,90.4
2023,35 - 39 years,Male,All Levels,all,Southern,88.8
2024,35 - 39 years,Male,All Levels,all,Southern,92.3
2019,40 - 44 years,Male,All Levels,all,Southern,87.5
2020,40 - 44 years,Male,All Levels,all,Southern,86.8
2021,40 - 44 years,Male,All Levels,all,Southern,85.9
2022,40 - 44 years,Male,All Levels,all,Southern,89.1
2023,40 - 44 years,Male,All Levels,all,Southern,90.5
2024,40 - 44 years,Male,All Levels,all,Southern,89.9
2019,45 - 49 years,Male,All Levels,all,Southern,85.0
2020,45 - 49 years,Male,All Levels,all,Southern,86.7
2021,45 - 49 years,Male,All Levels,all,Southern,85.7
2022,45 - 49 years,Male,All Levels,all,Southern,85.1
2023,45 - 49 years,Male,All Levels,all,Southern,90.5
2024,45 - 49 years,Male,All Levels,all,Southern,87.1
2019,50 - 54 years,Male,All Levels,all,Southern,82.5
2020,50 - 54 years,Male,All Levels,all,Southern,80.1
2021,50 - 54 years,Male,All Levels,all,Southern,79.7
2022,50 - 54 years,Male,All Levels,all,Southern,87.6
2023,50 - 54 years,Male,All Levels,all,Southern,84.8
2024,50 - 54 years,Male,All Levels,all,Southern,88.2
2019,55 - 59 years,Male,All Levels,all,Southern,74.4
2020,55 - 59 years,Male,All Levels,all,Southern,72.7
2021,55 - 59 years,Male,All Levels,all,Southern,78.2
2022,55 - 59 years,Male,All Levels,all,Southern,77.8
2023,55 - 59 years,Male,All Levels,all,Southern,85.1
2024,55 - 59 years,Male,All Levels,all,Southern,82.4
2019,60 - 64 years,Male,All Levels,all,Southern,59.4
2020,60 - 64 years,Male,All Levels,all,Southern,57.8
2021,60 - 64 years,Male,All Levels,all,Southern,54.4
2022,60 - 64 years,Male,All Levels,all,Southern,65.8
2023,60 - 64 years,Male,All Levels,all,Southern,73.7
2024,60 - 64 years,Male,All Levels,all,Southern,62.7
2019,All ages,Male,All Levels,all,Southern,79.2
2020,All ages,Male,All Levels,all,Southern,76.9
2021,All ages,Male,All Levels,all,Southern,78.2
2022,All ages,Male,All Levels,all,Southern,81.8
2023,All ages,Male,All Levels,all,Southern,83.4
2024,All ages,Male,All Levels,all,Southern,83.4
2019,30 - 34 years,Male,Primary & Lower Secondary,detailed,Southern,63.0
2020,30 - 34 years,Male,Primary & Lower Secondary,detailed,Southern,63.4
2019,35 - 39 years,Male,Primary & Lower Secondary,detailed,Southern,67.0
2020,35 - 39 years,Male,Primary & Lower Secondary,detailed,Southern,59.8
2019,40 - 44 years,Male,Primary & Lower Secondary,detailed,Southern,65.1
2020,40 - 44 years,Male,Primary & Lower Secondary,detailed,Southern,68.7
2019,45 - 49 years,Male,Primary & Lower Secondary,detailed,Southern,66.5
2020,45 - 49 years,Male,Primary & Lower Secondary,detailed,Southern,73.0
2019,50 - 54 years,Male,Primary & Lower Secondary,detailed,Southern,67.9
2020,50 - 54 years,Male,Primary & Lower Secondary,detailed,Southern,69.2
2021,50 - 54 years,Male,Primary & Lower Secondary,detailed,Southern,64.7
2022,50 - 54 years,Male,Primary & Lower Secondary,detailed,Southern,75.1
2024,50 - 54 years,Male,Primary & Lower Secondary,detailed,Southern,76.8
2019,55 - 59 years,Male,Primary & Lower Secondary,detailed,Southern,64.9
2020,55 - 59 years,Male,Primary & Lower Secondary,detailed,Southern,63.5
2021,55 - 59 years,Male,Primary & Lower Secondary,detailed,Southern,71.1
2022,55 - 59 years,Male,Primary & Lower Secondary,detailed,Southern,70.5
2023,55 - 59 years,Male,Primary & Lower Secondary,detailed,Southern,73.4
2024,55 - 59 years,Male,Primary & Lower Secondary,detailed,Southern,74.0
2019,60 - 64 years,Male,Primary & Lower Secondary,detailed,Southern,53.6
2020,60 - 64 years,Male,Primary & Lower Secondary,detailed,Southern,48.5
2021,60 - 64 years,Male,Primary & Lower Secondary,detailed,Southern,39.7
2022,60 - 64 years,Male,Primary & Lower Secondary,detailed,Southern,57.0
2023,60 - 64 years,Male,Primary & Lower Secondary,detailed,Southern,70.7
2024,60 - 64 years,Male,Primary & Lower Secondary,detailed,Southern,52.2
2019,All ages,Male,Primary & Lower Secondary,detailed,Southern,60.9
2020,All ages,Male,Primary & Lower Secondary,detailed,Southern,60.6
2021,All ages,Male,Primary & Lower Secondary,detailed,Southern,60.2
2022,All ages,Male,Primary & Lower Secondary,detailed,Southern,62.5
2023,All ages,Male,Primary & Lower Secondary,detailed,Southern,70.5
2024,All ages,Male,Primary & Lower Secondary,detailed,Southern,60.4
2019,20 - 24 years,Male,Tertiary,detailed,Southern,78.9
2020,20 - 24 years,Male,Tertiary,detailed,Southern,69.5
2021,20 - 24 years,Male,Tertiary,detailed,Southern,63.9
2022,20 - 24 years,Male,Tertiary,detailed,Southern,84.1
2024,20 - 24 years,Male,Tertiary,detailed,Southern,80.3
2019,25 - 29 years,Male,Tertiary,detailed,Southern,85.4
2020,25 - 29 years,Male,Tertiary,detailed,Southern,86.7
2021,25 - 29 years,Male,Tertiary,detailed,Southern,95.8
2022,25 - 29 years,Male,Tertiary,detailed,Southern,93.4
2023,25 - 29 years,Male,Tertiary,detailed,Southern,83.6
2024,25 - 29 years,Male,Tertiary,detailed,Southern,92.3
2019,30 - 34 years,Male,Tertiary,detailed,Southern,91.7
2020,30 - 34 years,Male,Tertiary,detailed,Southern,92.0
2021,30 - 34 years,Male,Tertiary,detailed,Southern,91.0
2022,30 - 34 years,Male,Tertiary,detailed,Southern,93.8
2023,30 - 34 years,Male,Tertiary,detailed,Southern,91.4
2024,30 - 34 years,Male,Tertiary,detailed,Southern,97.3
2019,35 - 39 years,Male,Tertiary,detailed,Southern,94.3
2020,35 - 39 years,Male,Tertiary,detailed,Southern,91.9
2021,35 - 39 years,Male,Tertiary,detailed,Southern,93.3
2022,35 - 39 years,Male,Tertiary,detailed,Southern,94.3
2023,35 - 39 years,Male,Tertiary,detailed,Southern,99.0
2024,35 - 39 years,Male,Tertiary,detailed,Southern,97.7
2019,40 - 44 years,Male,Tertiary,detailed,Southern,93.4
2020,40 - 44 years,Male,Tertiary,detailed,Southern,91.1
2021,40 - 44 years,Male,Tertiary,detailed,Southern,87.9
2022,40 - 44 years,Male,Tertiary,detailed,Southern,95.9
2023,40 - 44 years,Male,Tertiary,detailed,Southern,94.3
2024,40 - 44 years,Male,Tertiary,detailed,Southern,92.6
2019,45 - 49 years,Male,Tertiary,detailed,Southern,93.4
2020,45 - 49 years,Male,Tertiary,detailed,Southern,94.4
2021,45 - 49 years,Male,Tertiary,detailed,Southern,94.5
2022,45 - 49 years,Male,Tertiary,detailed,Southern,90.3
2023,45 - 49 years,Male,Tertiary,detailed,Southern,93.8
2024,45 - 49 years,Male,Tertiary,detailed,Southern,89.8
2019,50 - 54 years,Male,Tertiary,detailed,Southern,91.6
2020,50 - 54 years,Male,Tertiary,detailed,Southern,90.9
2021,50 - 54 years,Male,Tertiary,detailed,Southern,93.4
2022,50 - 54 years,Male,Tertiary,detailed,Southern,94.2
2023,50 - 54 years,Male,Tertiary,detailed,Southern,95.7
2024,50 - 54 years,Male,Tertiary,detailed,Southern,94.5
2019,55 - 59 years,Male,Tertiary,detailed,Southern,79.3
2020,55 - 59 years,Male,Tertiary,detailed,Southern,81.0
2021,55 - 59 years,Male,Tertiary,detailed,Southern,85.3
2022,55 - 59 years,Male,Tertiary,detailed,Southern,82.7
2023,55 - 59 years,Male,Tertiary,detailed,Southern,95.6
2024,55 - 59 years,Male,Tertiary,detailed,Southern,86.2
2019,60 - 64 years,Male,Tertiary,detailed,Southern,60.8
2020,60 - 64 years,Male,Tertiary,detailed,Southern,62.2
2021,60 - 64 years,Male,Tertiary,detailed,Southern,62.4
2022,60 - 64 years,Male,Tertiary,detailed,Southern,67.5
2023,60 - 64 years,Male,Tertiary,detailed,Southern,61.3
2024,60 - 64 years,Male,Tertiary,detailed,Southern,67.5
2019,All ages,Male,Tertiary,detailed,Southern,87.9
2020,All ages,Male,Tertiary,detailed,Southern,87.2
2021,All ages,Male,Tertiary,detailed,Southern,88.1
2022,All ages,Male,Tertiary,detailed,Southern,90.4
2023,All ages,Male,Tertiary,detailed,Southern,90.8
2024,All ages,Male,Tertiary,detailed,Southern,90.6
2019,20 - 24 years,Male,Upper Secondary & Post-secondary,detailed,Southern,62.4
2020,20 - 24 years,Male,Upper Secondary & Post-secondary,detailed,Southern,51.1
2021,20 - 24 years,Male,Upper Secondary & Post-secondary,detailed,Southern,65.8
2022,20 - 24 years,Male,Upper Secondary & Post-secondary,detailed,Southern,61.1
2023,20 - 24 years,Male,Upper Secondary & Post-secondary,detailed,Southern,65.1
2024,20 - 24 years,Male,Upper Secondary & Post-secondary,detailed,Southern,68.6
2019,25 - 29 years,Male,Upper Secondary & Post-secondary,detailed,Southern,80.4
2020,25 - 29 years,Male,Upper Secondary & Post-secondary,detailed,Southern,72.1
2021,25 - 29 years,Male,Upper Secondary & Post-secondary,detailed,Southern,75.3
2022,25 - 29 years,Male,Upper Secondary & Post-secondary,detailed,Southern,76.0
2023,25 - 29 years,Male,Upper Secondary & Post-secondary,detailed,Southern,66.7
2024,25 - 29 years,Male,Upper Secondary & Post-secondary,detailed,Southern,88.6
2019,30 - 34 years,Male,Upper Secondary & Post-secondary,detailed,Southern,88.3
2020,30 - 34 years,Male,Upper Secondary & Post-secondary,detailed,Southern,84.9
2021,30 - 34 years,Male,Upper Secondary & Post-secondary,detailed,Southern,80.3
2022,30 - 34 years,Male,Upper Secondary & Post-secondary,detailed,Southern,88.0
2023,30 - 34 years,Male,Upper Secondary & Post-secondary,detailed,Southern,82.9
2024,30 - 34 years,Male,Upper Secondary & Post-secondary,detailed,Southern,80.5
2019,35 - 39 years,Male,Upper Secondary & Post-secondary,detailed,Southern,89.1
2020,35 - 39 years,Male,Upper Secondary & Post-secondary,detailed,Southern,85.6
2021,35 - 39 years,Male,Upper Secondary & Post-secondary,detailed,Southern,81.2
2022,35 - 39 years,Male,Upper Secondary & Post-secondary,detailed,Southern,87.1
2023,35 - 39 years,Male,Upper Secondary & Post-secondary,detailed,Southern,84.9
2024,35 - 39 years,Male,Upper Secondary & Post-secondary,detailed,Southern,93.6
2019,40 - 44 years,Male,Upper Secondary & Post-secondary,detailed,Southern,89.2
2020,40 - 44 years,Male,Upper Secondary & Post-secondary,detailed,Southern,89.1
2021,40 - 44 years,Male,Upper Secondary & Post-secondary,detailed,Southern,90.7
2022,40 - 44 years,Male,Upper Secondary & Post-secondary,detailed,Southern,86.8
2023,40 - 44 years,Male,Upper Secondary & Post-secondary,detailed,Southern,89.6
2024,40 - 44 years,Male,Upper Secondary & Post-secondary,detailed,Southern,92.7
2019,45 - 49 years,Male,Upper Secondary & Post-secondary,detailed,Southern,88.5
2020,45 - 49 years,Male,Upper Secondary & Post-secondary,detailed,Southern,85.8
2021,45 - 49 years,Male,Upper Secondary & Post-secondary,detailed,Southern,87.0
2022,45 - 49 years,Male,Upper Secondary & Post-secondary,detailed,Southern,87.6
2023,45 - 49 years,Male,Upper Secondary & Post-secondary,detailed,Southern,90.0
2024,45 - 49 years,Male,Upper Secondary & Post-secondary,detailed,Southern,89.4
2019,50 - 54 years,Male,Upper Secondary & Post-secondary,detailed,Southern,86.7
2020,50 - 54 years,Male,Upper Secondary & Post-secondary,detailed,Southern,78.9
2021,50 - 54 years,Male,Upper Secondary & Post-secondary,detailed,Southern,77.4
2022,50 - 54 years,Male,Upper Secondary & Post-secondary,detailed,Southern,88.1
2023,50 - 54 years,Male,Upper Secondary & Post-secondary,detailed,Southern,81.9
2024,50 - 54 years,Male,Upper Secondary & Post-secondary,detailed,Southern,86.6
2019,55 - 59 years,Male,Upper Secondary & Post-secondary,detailed,Southern,79.1
2020,55 - 59 years,Male,Upper Secondary & Post-secondary,detailed,Southern,74.5
2021,55 - 59 years,Male,Upper Secondary & Post-secondary,detailed,Southern,76.0
2022,55 - 59 years,Male,Upper Secondary & Post-secondary,detailed,Southern,80.5
2023,55 - 59 years,Male,Upper Secondary & Post-secondary,detailed,Southern,82.2
2024,55 - 59 years,Male,Upper Secondary & Post-secondary,detailed,Southern,83.9
2019,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Southern,64.7
2020,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Southern,65.2
2021,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Southern,63.6
2022,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Southern,71.2
2023,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Southern,85.6
2024,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Southern,67.7
2019,All ages,Male,Upper Secondary & Post-secondary,detailed,Southern,80.5
2020,All ages,Male,Upper Secondary & Post-secondary,detailed,Southern,75.2
2021,All ages,Male,Upper Secondary & Post-secondary,detailed,Southern,77.4
2022,All ages,Male,Upper Secondary & Post-secondary,detailed,Southern,79.6
2023,All ages,Male,Upper Secondary & Post-secondary,detailed,Southern,79.3
2024,All ages,Male,Upper Secondary & Post-secondary,detailed,Southern,82.7
